stationid,toxbatch,matrix,lab,species,dilution,treatment,concentration,concentrationunits,endpoint,labrep,result,resultunits,qacode,sampletypecode,fieldreplicate,samplecollectdate,comments,ObjectId
B18-10149,8/24B18eea,Whole Sediment,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,1,65,percentage,A,Grab,1,2018/08/16 07:00:00+00,"aeration increased on day 3; eohs on water surface day 1-8, resubmerged; neonates (2) found on day 10",108
B18-10149,8/24B18eea,Whole Sediment,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,2,90,percentage,A,Grab,1,2018/08/16 07:00:00+00,"eohs on water surface day 1-9, resubmerged; eoh in water column day 6",109
B18-10149,8/24B18eea,Whole Sediment,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,3,85,percentage,A,Grab,1,2018/08/16 07:00:00+00,"aeration off on day 3, adjusted by technician; eohs on water surface day 1-6 and 9, resubmerged",110
B18-10149,8/24B18eea,Whole Sediment,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,4,65,percentage,A,Grab,1,2018/08/16 07:00:00+00,"aeration off on day 2, adjusted by technician; eohs on water surface day 1-10, resubmerged; eoh in water column day 1; eoh on top of sediment day 3, 4 and 6",111
B18-10149,8/24B18eea,Whole Sediment,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,5,90,percentage,A,Grab,1,2018/08/16 07:00:00+00,"aeration increased on day 0; aeration off on day 1-3, adjusted by technician; eohs on water surface day 1-5, 7 and 10, resubmerged; eoh in water column day 1 and 9; eohs on top of sediment day 6 and 9; neonate (1) found on day 10 ",112
0000,8/24B18RTeea,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,0,mg/L,4 day survival percent,1,100,percentage,A,RFNH3,1,2018/08/24 07:00:00+00,"eohs on water surface day 1 and 3, resubmerged",113
0000,8/24B18RTeea,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,0,mg/L,4 day survival percent,2,100,percentage,A,RFNH3,1,2018/08/24 07:00:00+00,"eoh on water surface day 1, resubmerged",114
0000,8/24B18RTeea,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,0,mg/L,4 day survival percent,3,100,percentage,A,RFNH3,1,2018/08/24 07:00:00+00,"eohs on water surface day 3, resubmerged",115
0000,8/24B18RTeea,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,0,mg/L,4 day survival percent,4,100,percentage,A,RFNH3,1,2018/08/24 07:00:00+00,"eohs on water surface day 1, resubmerged",116
0000,8/24B18RTeea,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,15.6,mg/L,4 day survival percent,1,100,percentage,A,RFNH3,1,2018/08/24 07:00:00+00,"eoh on water surface day 1-3, resubmerged",117
0000,8/24B18RTeea,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,15.6,mg/L,4 day survival percent,2,100,percentage,A,RFNH3,1,2018/08/24 07:00:00+00,"eoh on water surface day 3, resubmerged",118
0000,8/24B18RTeea,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,15.6,mg/L,4 day survival percent,3,90,percentage,A,RFNH3,1,2018/08/24 07:00:00+00,"eohs on water surface day 2 and 3, resubmerged",119
0000,8/24B18RTeea,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,15.6,mg/L,4 day survival percent,4,100,percentage,A,RFNH3,1,2018/08/24 07:00:00+00,"eohs on water surface day 1 and 3, resubmerged",120
0000,8/24B18RTeea,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,31.2,mg/L,4 day survival percent,1,90,percentage,A,RFNH3,1,2018/08/24 07:00:00+00,"eohs on water surface day 1-3, resubmerged",121
0000,8/24B18RTeea,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,31.2,mg/L,4 day survival percent,2,90,percentage,A,RFNH3,1,2018/08/24 07:00:00+00,"eoh on water surface day 1-3, resubmerged",122
0000,8/24B18RTeea,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,31.2,mg/L,4 day survival percent,3,100,percentage,A,RFNH3,1,2018/08/24 07:00:00+00,"eohs on water surface day 1 and 3, resubmerged",123
0000,8/24B18RTeea,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,31.2,mg/L,4 day survival percent,4,100,percentage,A,RFNH3,1,2018/08/24 07:00:00+00,"eohs on water surface day 1 and 2, resubmerged",124
0000,8/24B18RTeea,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,62.5,mg/L,4 day survival percent,1,100,percentage,A,RFNH3,1,2018/08/24 07:00:00+00,"eohs replaced (2) at test initiation; eohs on water surface day 2 and 3, resubmerged",125
0000,8/24B18RTeea,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,62.5,mg/L,4 day survival percent,2,100,percentage,A,RFNH3,1,2018/08/24 07:00:00+00,"eoh on water surface day 1 and 3, resubmerged; neonate (1 dead) found on day 4",126
0000,8/24B18RTeea,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,62.5,mg/L,4 day survival percent,3,100,percentage,A,RFNH3,1,2018/08/24 07:00:00+00,"eohs on water surface day 1 and 3, resubmerged",127
0000,8/24B18RTeea,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,62.5,mg/L,4 day survival percent,4,90,percentage,A,RFNH3,1,2018/08/24 07:00:00+00,,128
0000,8/24B18RTeea,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,125,mg/L,4 day survival percent,1,100,percentage,A,RFNH3,1,2018/08/24 07:00:00+00,"eohs on water surface day 1-3, resubmerged",129
0000,8/24B18RTeea,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,125,mg/L,4 day survival percent,2,90,percentage,A,RFNH3,1,2018/08/24 07:00:00+00,"eohs on water surface day 1 and 2, resubmerged",130
0000,8/24B18RTeea,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,125,mg/L,4 day survival percent,3,90,percentage,A,RFNH3,1,2018/08/24 07:00:00+00,"eohs on water surface day 1-3, resubmerged",131
0000,8/24B18RTeea,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,125,mg/L,4 day survival percent,4,90,percentage,A,RFNH3,1,2018/08/24 07:00:00+00,"eohs on water surface day 1 and 3, resubmerged",132
0000,8/24B18RTeea,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,250,mg/L,4 day survival percent,1,50,percentage,A,RFNH3,1,2018/08/24 07:00:00+00,"eohs on water surface day 1, resubmerged",133
0000,8/24B18RTeea,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,250,mg/L,4 day survival percent,2,60,percentage,A,RFNH3,1,2018/08/24 07:00:00+00,"eohs on water surface day 1, resubmerged",134
0000,9/18B18RTeea,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,62.5,mg/L,4 day survival percent,2,90,percentage,A,RFNH3,1,2018/09/18 07:00:00+00,,135
0000,8/24B18RTeea,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,250,mg/L,4 day survival percent,3,20,percentage,A,RFNH3,1,2018/08/24 07:00:00+00,"eoh on water surface day 1, resubmerged",136
0000,8/24B18RTeea,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,250,mg/L,4 day survival percent,4,30,percentage,A,RFNH3,1,2018/08/24 07:00:00+00,"eohs on water surface day 1, resubmerged",137
0000,10/5B18eeaA,Whole Sediment,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,1,100,percentage,A,CNEG,1,2018/09/24 07:00:00+00,"aeration off on day 0 and 1, adjusted by technician; aeration increased day 0 and 1",138
0000,10/5B18eeaA,Whole Sediment,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,2,100,percentage,A,CNEG,1,2018/09/24 07:00:00+00,neonates (18) found on day 10,139
0000,10/5B18eeaA,Whole Sediment,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,3,100,percentage,A,CNEG,1,2018/09/24 07:00:00+00,neonates (26) found on day 10,140
0000,10/5B18eeaA,Whole Sediment,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,4,100,percentage,A,CNEG,1,2018/09/24 07:00:00+00,"aeration off on day 0 and 5, adjusted by technician; aeration increased day 0, 1 and 4; neonates (4) found on day 10",141
0000,10/5B18eeaA,Whole Sediment,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,5,100,percentage,A,CNEG,1,2018/09/24 07:00:00+00,"aeration increased on day 1; eoh on water surface day 1, resubmerged; neonates (9) found on day 10",142
B18-10188,10/5B18eeaA,Whole Sediment,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,1,0,percentage,A,Grab,1,2018/09/27 07:00:00+00,"aeration off on day 0, adjusted by technician; aeration increased on day 0 and 3; eoh in water column day 1; film on sediment day 4-10; native organisms observed in sediment",143
B18-10188,10/5B18eeaA,Whole Sediment,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,2,0,percentage,A,Grab,1,2018/09/27 07:00:00+00,"aeration off on day 3, adjusted by technician; eoh on water surface day 1, resubmerged; film on sediment day 8-10; native organisms observed in sediment",144
B18-10188,10/5B18eeaA,Whole Sediment,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,3,0,percentage,A,Grab,1,2018/09/27 07:00:00+00,"film on sediment day 4-10; native organisms observed in sediment",145
0000,9/4B18eea,Whole Sediment,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,1,100,percentage,A,CNEG,1,2018/08/27 07:00:00+00,,146
0000,9/4B18eea,Whole Sediment,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,2,100,percentage,A,CNEG,1,2018/08/27 07:00:00+00,"aeration off on day 0 and 4, adjusted by technician; aeration increased on day 9",147
0000,9/4B18eea,Whole Sediment,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,3,100,percentage,A,CNEG,1,2018/08/27 07:00:00+00,"aeration off on day 0, adjusted by technician",148
0000,9/4B18eea,Whole Sediment,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,4,100,percentage,A,CNEG,1,2018/08/27 07:00:00+00,"aeration off on day 0, adjusted by technician",149
0000,9/4B18eea,Whole Sediment,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,5,90,percentage,A,CNEG,1,2018/08/27 07:00:00+00,eoh replaced (2) at test initiation,150
B18-10203,9/4B18eea,Whole Sediment,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,1,95,percentage,A,Grab,1,2018/08/28 07:00:00+00,"eoh on water surface day 1, resubmerged; film on sediment days 5-10",151
B18-10203,9/4B18eea,Whole Sediment,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,2,95,percentage,A,Grab,1,2018/08/28 07:00:00+00,"aeration off on day 0, adjusted by technician; eoh in water column day 1; film on sediment days 5-10",152
B18-10203,9/4B18eea,Whole Sediment,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,3,100,percentage,A,Grab,1,2018/08/28 07:00:00+00,"aeration off on day 0, adjusted by technician; film on sediment days 5-10",153
B18-10320,eeBHT180720,Whole Sediment,City of San Diego,Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,5,95,percentage,A,Grab,1,2018/07/20 07:00:00+00,,154
B18-10239,eeBHT180720,Whole Sediment,City of San Diego,Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,1,100,percentage,A,Grab,1,2018/07/20 07:00:00+00,,155
B18-10239,eeBHT180720,Whole Sediment,City of San Diego,Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,2,100,percentage,A,Grab,1,2018/07/20 07:00:00+00,,156
B18-10239,eeBHT180720,Whole Sediment,City of San Diego,Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,3,90,percentage,A,Grab,1,2018/07/20 07:00:00+00,,157
B18-10239,eeBHT180720,Whole Sediment,City of San Diego,Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,4,95,percentage,A,Grab,1,2018/07/20 07:00:00+00,,158
B18-10239,eeBHT180720,Whole Sediment,City of San Diego,Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,5,100,percentage,A,Grab,1,2018/07/20 07:00:00+00,,159
B18-10274,eeBHT180720,Whole Sediment,City of San Diego,Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,1,100,percentage,A,Grab,1,2018/07/20 07:00:00+00,,160
B18-10274,eeBHT180720,Whole Sediment,City of San Diego,Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,2,100,percentage,A,Grab,1,2018/07/20 07:00:00+00,,161
B18-10274,eeBHT180720,Whole Sediment,City of San Diego,Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,3,100,percentage,A,Grab,1,2018/07/20 07:00:00+00,,162
B18-10274,eeBHT180720,Whole Sediment,City of San Diego,Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,4,100,percentage,A,Grab,1,2018/07/20 07:00:00+00,,163
B18-10274,eeBHT180720,Whole Sediment,City of San Diego,Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,5,95,percentage,A,Grab,1,2018/07/20 07:00:00+00,,164
B18-10273,eeBHT180720,Whole Sediment,City of San Diego,Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,1,100,percentage,A,Grab,1,2018/07/20 07:00:00+00,,165
B18-10273,eeBHT180720,Whole Sediment,City of San Diego,Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,2,100,percentage,A,Grab,1,2018/07/20 07:00:00+00,,166
B18-10273,eeBHT180720,Whole Sediment,City of San Diego,Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,3,100,percentage,A,Grab,1,2018/07/20 07:00:00+00,,167
B18-10273,eeBHT180720,Whole Sediment,City of San Diego,Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,4,100,percentage,A,Grab,1,2018/07/20 07:00:00+00,,168
B18-10273,eeBHT180720,Whole Sediment,City of San Diego,Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,5,100,percentage,A,Grab,1,2018/07/20 07:00:00+00,,169
B18-10318,eeBHT180720,Whole Sediment,City of San Diego,Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,1,100,percentage,A,Grab,1,2018/07/20 07:00:00+00,,170
B18-10318,eeBHT180720,Whole Sediment,City of San Diego,Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,2,100,percentage,A,Grab,1,2018/07/20 07:00:00+00,,171
0000,9/28B18RTeea,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,0,mg/L,4 day survival percent,2,100,percentage,A,RFNH3,1,2018/09/28 07:00:00+00,"eohs on water surface day 1 and 2, resubmerged",172
B18-10318,eeBHT180720,Whole Sediment,City of San Diego,Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,3,100,percentage,A,Grab,1,2018/07/20 07:00:00+00,,173
0000,1809-S165-S169,Sediment Water Interface,Nautilus Environmental,Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,1,86.38132296,percentage,A,CNEG,1,2018/09/26 07:00:00+00,,174
0000,1809-S165-S169,Sediment Water Interface,Nautilus Environmental,Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,2,91.05058366,percentage,A,CNEG,1,2018/09/26 07:00:00+00,,175
0000,RT 1,Reference Toxicant,NOAA,Eohaustorius estuarius,-88,None,15.6,mg/L,Percent normal-alive,1,100,percentage,A,RFNH3,1,2018/07/12 07:00:00+00,,176
0000,1809-S165-S169,Sediment Water Interface,Nautilus Environmental,Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,3,94.55252918,percentage,A,CNEG,1,2018/09/26 07:00:00+00,,177
0000,1809-S165-S169,Sediment Water Interface,Nautilus Environmental,Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,4,99.61089494,percentage,A,CNEG,1,2018/09/26 07:00:00+00,,178
0000,1809-S165-S169,Sediment Water Interface,Nautilus Environmental,Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,5,96.49805447,percentage,A,CNEG,1,2018/09/26 07:00:00+00,,179
B18-10049,1809-S165-S169,Sediment Water Interface,Nautilus Environmental,Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,1,96.10894942,percentage,A,Grab,1,2018/09/18 07:00:00+00,,180
B18-10049,1809-S165-S169,Sediment Water Interface,Nautilus Environmental,Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,2,16.73151751,percentage,A,Grab,1,2018/09/18 07:00:00+00,,181
B18-10049,1809-S165-S169,Sediment Water Interface,Nautilus Environmental,Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,3,97.27626459,percentage,A,Grab,1,2018/09/18 07:00:00+00,,182
B18-10049,1809-S165-S169,Sediment Water Interface,Nautilus Environmental,Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,4,88.71595331,percentage,A,Grab,1,2018/09/18 07:00:00+00,,183
B18-10049,1809-S165-S169,Sediment Water Interface,Nautilus Environmental,Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,5,96.88715953,percentage,A,Grab,1,2018/09/18 07:00:00+00,,184
B18-10047,1809-S165-S169,Sediment Water Interface,Nautilus Environmental,Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,1,65.36964981,percentage,A,Grab,1,2018/09/18 07:00:00+00,,185
